scenario_id,label,category,timestamp_utc,timestamp_unix,relative_s,bytes,cnt,duUeIndex
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:13.000000Z,1775060053.0,53.0,622,35,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:15.000000Z,1775060055.0,55.0,1086,53,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:16.000000Z,1775060056.0,56.0,612,29,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:17.000000Z,1775060057.0,57.0,538,24,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:18.000000Z,1775060058.0,58.0,538,30,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:19.000000Z,1775060059.0,59.0,576,34,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:20.000000Z,1775060060.0,60.0,612,32,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:21.000000Z,1775060061.0,61.0,510,24,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:22.000000Z,1775060062.0,62.0,464,25,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:23.000000Z,1775060063.0,63.0,482,24,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:24.000000Z,1775060064.0,64.0,548,28,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:25.000000Z,1775060065.0,65.0,566,29,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:26.000000Z,1775060066.0,66.0,482,25,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:27.000000Z,1775060067.0,67.0,594,22,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:28.000000Z,1775060068.0,68.0,640,37,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:29.000000Z,1775060069.0,69.0,0,0,0
